book_id,location.city,location.country,location.world,mood,period.century,period.era,period.historical_event_context,source
954010,Lisbon,Portugal,real,"somber, reflective",18th,Early Modern,Lisbon earthquake of 1755,mistral-large-latest
25798263,,,mixed,"hopeful, dangerous",,fantasy,,mistral-large-latest
25798262,,United States,real,"hopeful, reflective",21st,contemporary,,mistral-large-latest
25798261,,Japan,real,"thought-provoking, nostalgic",19th-20th,Meiji to Taishō period,,mistral-large-latest
32141455,,,fictional,"suspenseful, adventurous",,,prophecy of Lacaruna,mistral-large-latest
8337347,Endover,United States,mixed,"foreboding, suspenseful",,,,mistral-large-latest
32141453,,,real,"tense, foreboding, hopeful",,contemporary,"biblical prophecy fulfillment (Rapture, Great Tribulation)",mistral-large-latest
269677,New York,United States,real,"thought-provoking, urgent",20th,mid-to-late 20th century,,mistral-large-latest
6468303,,,real,"engaging, practical",,,,mistral-large-latest
388896,Rome,Italy,real,"intellectual, tense",1st century BC,Late Roman Republic,"Transition from Roman Republic to Roman Empire, assassination of Julius Caesar",mistral-large-latest
10969524,Paris,France,real,"tense, emotional",,,,mistral-large-latest
20321602,,,real,"terrifying, unsettling",,,,mistral-large-latest
31670317,Tokyo,Japan,real,"dread, surreal, playful",20th,contemporary,,mistral-large-latest
20321605,,,fictional,"chaotic, playful, tense",,futuristic,,mistral-large-latest
12455866,Medellín,Colombia,real,"somber, introspective",20th,late 20th century,"Medellín Cartel's rise and fall, Colombian drug wars",mistral-large-latest
22448067,,Bulgaria,real,"suspenseful, uncanny",,,,mistral-large-latest
32871456,,England,real,"romantic, tense, intimate",19th,Regency,,mistral-large-latest
26720974,,,real,"reflective, intellectual",,modern,"Renaissance, Enlightenment, American Revolution, French Revolution, Civil Wars",mistral-large-latest
29587512,,Saudi Arabia,real,"tense, melancholic",,,,mistral-large-latest
26166614,Elk Park,United States,real,"tense, atmospheric",21st,contemporary,,mistral-large-latest
32078855,,France,real,"suspenseful, gloomy",,,,mistral-large-latest
34593833,,,mixed,"adventurous, tense",,,,mistral-large-latest
12519929,,,real,"hopeful, tender",,,,mistral-large-latest
12519928,,United States,real,"dangerous, passionate",,,,mistral-large-latest
27080070,,United States,real,"suspenseful, hopeful",21st,contemporary,,mistral-large-latest
23439309,,,real,,,,,mistral-large-latest
31764,,,real,"introspective, challenging",19th,Modern,,mistral-large-latest
1151567,London,United Kingdom,real,"excited, nervous",,,,mistral-large-latest
31760,,,real,"intriguing, reflective",,maritime history,"Titanic disaster, Lusitania sinking",mistral-large-latest
31761,,Europe,real,"contemplative, reflective",,,,mistral-large-latest
31763,,,real,"Introspective, Confrontational",19th,Modern,"Industrial Revolution, philosophical shifts in Europe",mistral-large-latest
1828412,,Arab world,real,"reflective, intellectual",,pre-Islamic to classical Islamic,,mistral-large-latest
23620083,,,real,"suspenseful, romantic",,Regency,,mistral-large-latest
27917540,Tokyo,Japan,real,"intellectual, thought-provoking",20th,,,mistral-large-latest
15944672,Austin,United States,real,"suspenseful, urgent",,,,mistral-large-latest
15944673,,,real,"tense, reflective",,,,mistral-large-latest
981954,,,real,"whimsical, curious",,,,mistral-large-latest
25733336,,,fictional,"tense, passionate",,,,mistral-large-latest
981956,London,United Kingdom,real,"tense, chaotic",18th,Georgian era,Gordon Riots of 1780,mistral-large-latest
981950,,United Kingdom,real,"thoughtful, melancholic",,,,mistral-large-latest
1707942,,,real,thought-provoking,,,,mistral-large-latest
9592197,Boston,United States,real,"poignant, warm",20th,post-WWII,"Vietnam War, Cold War",mistral-large-latest
1707945,,,real,"tense, foreboding",,,,mistral-large-latest
1707944,,,real,"warm, inspirational",,,,mistral-large-latest
7913089,,,mixed,"suspenseful, ominous",,,,mistral-large-latest
1959086,Laggandall Bay,,real,"uneasy, foreboding",,,,mistral-large-latest
8280991,,,fictional,"tense, foreboding",,,,mistral-large-latest
8280990,,United States,real,"melancholic, intimate",21st,contemporary,War in Afghanistan,mistral-large-latest
25757498,,United States,mixed,"melancholic, hopeful",19th,post-Civil War,American Civil War,mistral-large-latest
25757497,,,fictional,"melancholic, hopeful",,far-future,post-human extinction,mistral-large-latest
14522418,,,real,"suspenseful, exciting",,,,mistral-large-latest
35210616,,,real,tense,,,,mistral-large-latest
32317916,,,real,"cheerful, engaging",,,,mistral-large-latest
1564320,,,real,"suspenseful, anxious",,,,mistral-large-latest
35210615,,Japan,real,"suspenseful, intriguing",,contemporary,,mistral-large-latest
16136436,,,real,"thought-provoking, enigmatic",,,,mistral-large-latest
12574020,,,real,"tense, romantic",,,,mistral-large-latest
8164648,Haverhill,United States,real,"tense, hopeful",21st,contemporary,,mistral-large-latest
8164649,,Oman,real,"awe-inspiring, ancient",,ancient,,mistral-large-latest
25305593,Green Town,United States,real,"uneasy, suspenseful, haunting",20th,mid-20th century,,mistral-large-latest
25305591,,,real,"tense, melancholic, guilty",20th-21st,contemporary,,mistral-large-latest
824573,,,real,lighthearted,,,,mistral-large-latest
16137127,,,real,"thought-provoking, inspirational",,,,mistral-large-latest
16136439,Italy,Italy,real,"intense, sensual",,,,mistral-large-latest
25830091,,United States,real,"sensual, tense, melancholic",21st,contemporary,,mistral-large-latest
17838388,,,real,"curious, wondering",,,,mistral-large-latest
22615827,Edinburgh,Scotland,real,"tense, melancholic",20th,mid-20th century,,mistral-large-latest
5169488,"Phoenix, Baltimore",United States,real,"tense, nostalgic",,contemporary,,mistral-large-latest
12855266,,,real,"hopeful, reflective",,,,mistral-large-latest
26222648,,England,fictional,,17th,Early Modern,,mistral-large-latest
20978324,,,real,"practical, engaging",,,,mistral-large-latest
428336,,,real,"playful, chaotic",,,,mistral-large-latest
30340823,,,real,"tense, hopeful, anxious",21st,contemporary,,mistral-large-latest
1556279,London,China,real,hopeful,20th,,,mistral-large-latest
27777552,,,fictional,"tense, mysterious",,,,mistral-large-latest
30655722,"Berlin, Budapest","Allemagne, Hongrie, Israël",real,"reflective, melancholic",21st,contemporary,Nobel Prize in Literature (2002),mistral-large-latest
21432583,Anglia,England,real,"tense, dramatic",16th,Tudor period,Henry VIII's annulment from Catherine of Aragon and marriage to Anne Boleyn,mistral-large-latest
28270044,Paris,France,real,"obsessive, destructive, intimate",20th,1920s,,mistral-large-latest
26135480,,Argentina,real,,20th,,,mistral-large-latest
2153264,,Lebanon,real,"informative, reflective",,modern,"Lebanese Civil War, globalization",mistral-large-latest
2153265,Bni Boublen,,real,"tense, hopeful",20th,colonial,Algerian struggle against colonial rule,mistral-large-latest
2153268,Copenhagen,Denmark,real,"suspenseful, dangerous",,modern,ancient Library of Alexandria,mistral-large-latest
2474483,,,real,"eerie, nostalgic",20th,,mining disaster,mistral-large-latest
10332490,,France,real,"tense, volatile",12th,Medieval,"Plantagenet dynasty, Angevin Empire",mistral-large-latest
13533808,Chicago,United States,real,"poignant, intimate",20th,mid-20th century,post-World War II America,mistral-large-latest
19038037,,,real,"intellectual, curious",20th-21st,modern,,mistral-large-latest
10332499,,,real,"poignant, reflective",,,,mistral-large-latest
16137125,,,real,"lighthearted, suspenseful",,,,mistral-large-latest
15864270,,,real,"sorrowful, contemplative",,,,mistral-large-latest
8387565,,,real,engaging,,,,mistral-large-latest
18723504,New York,United States,real,"elegant, inspirational",20th,mid-century,,mistral-large-latest
225768,,United States,real,"suspenseful, dark",,contemporary,terrorist bombing,mistral-large-latest
18723502,,Scotland,real,"serene, historical",,medieval to modern,,mistral-large-latest
30983286,,United Kingdom,real,"eerie, suspenseful",19th,Victorian,,mistral-large-latest
13395991,Paris,France,real,"tragic, emotional",19th,Victorian,,mistral-large-latest
27835150,"Los Angeles, Atlanta",United States,real,"captivating, tense",20th-21st,,,mistral-large-latest
29522765,,United States,real,"desperate, hopeless, intense",20th-21st,contemporary,,mistral-large-latest
18772926,Schottland,Vereinigtes Königreich,real,"tense, nostalgic",,,,mistral-large-latest
16677916,London,United Kingdom,real,"tense, intriguing",20th,1920s,,mistral-large-latest
21939146,,Greece,mixed,"tense, erotic",,ancient,Greek mythology,mistral-large-latest
470085,Los Angeles,United States,real,"anxious, paranoid",21st,contemporary,,mistral-large-latest
7810869,,Spain,real,"tense, suspenseful",,contemporary,,mistral-large-latest
2191207,,United States,real,"eerie, haunting",,,,mistral-large-latest
17229597,,,real,"hopeful, reflective",,,,mistral-large-latest
8479113,,,real,"hopeful, uncertain",,,,mistral-large-latest
396826,Los Angeles,United States,real,"defiant, poignant",21st,contemporary,,mistral-large-latest
396825,,Ireland,real,"bleak, humorous, melancholic",20th,1930s,Great Depression,mistral-large-latest
36118251,,,real,"melancholic, introspective",,,,mistral-large-latest
25051311,,,mixed,"suspenseful, paranoid",,contemporary,,mistral-large-latest
17908002,London,United Kingdom,mixed,"tense, intriguing",,modern,Old West,mistral-large-latest
17908001,,United Kingdom,mixed,"hopeful, tense, mysterious",20th,mid-20th century,,mistral-large-latest
32063067,Leningrad,Russia,real,"tense, desperate, hopeful",20th,World War II,Siege of Leningrad,mistral-large-latest
1471745,Dunmore,Ireland,real,"melancholic, hopeful",,,,mistral-large-latest
32063063,Nuremberg,Germany,real,"tense, reflective",20th,Post-World War II,Nuremberg Trials,mistral-large-latest
32063060,Hong Kong,China,real,exciting,,,,mistral-large-latest
6668703,,,real,,,,,mistral-large-latest
6550232,,,fictional,"suspenseful, uncertain",,,,mistral-large-latest
35268262,,,real,"emotional, uplifting",,,,mistral-large-latest
26039100,,,fictional,"tense, suspenseful",,,,mistral-large-latest
3280117,,,real,"concerned, empowering",,contemporary,,mistral-large-latest
3280113,Harvest Cove,Canada,real,"foreboding, isolated",,contemporary,,mistral-large-latest
18624031,,,real,"uneasy, foreboding",,,,mistral-large-latest
470087,,,real,"confident, playful",,,,mistral-large-latest
23377550,Nashville,United States,real,"foreboding, erotic, tense",,contemporary,,mistral-large-latest
23377551,,,real,"tense, introspective",,,,mistral-large-latest
18373227,Lanzarote,Spain,real,"uneasy, paranoid",20th,late 1990s,,mistral-large-latest
13034188,,Iceland,mixed,"exciting, tense, awe-inspiring",19th,Victorian,,mistral-large-latest
6668705,,China,real,"tense, intriguing",,,,mistral-large-latest
10214958,Upstate New York,United States,real,"haunting, reflective",,,,mistral-large-latest
163331,,,real,thought-provoking,20th,late 20th century,,mistral-large-latest
21798761,,,real,"arousing, playful",,,,mistral-large-latest
21798764,New York,Egypt,real,"tense, eerie",,Ancient Egypt,,mistral-large-latest
21404352,,,fictional,"mysterious, lighthearted",,,,mistral-large-latest
31183420,Threshold Mountain,United States,mixed,"tense, foreboding",19th,Industrial Revolution,,mistral-large-latest
2235768,,,real,"engaging, reflective",,,,mistral-large-latest
1625710,,United States,real,"thoughtful, hopeful",20th,contemporary,,mistral-large-latest
22393483,Las Vegas,United States,real,"tense, reflective",,contemporary,,mistral-large-latest
4699955,,United States,real,"melancholic, hopeful",,contemporary,,mistral-large-latest
21956825,Los Angeles,United States,real,"playful, tense, romantic",21st,contemporary,,mistral-large-latest
21956824,,,real,"melancholic, hopeful",,,,mistral-large-latest
21956821,,,real,"thought-provoking, curious",,,,mistral-large-latest
23008638,"Boston, Nova Scotia, New England","Canada, United States, United Kingdom",real,"tense, romantic",18th,Age of Sail,Golden Age of Piracy,mistral-large-latest
560466,,United States,real,"tense, shocking",20th,1920s,Osage Indian murders and oil rights exploitation,mistral-large-latest
15983772,London,United Kingdom,real,"tense, hopeful",19th,Victorian,1848 European revolutions,mistral-large-latest
28144205,Sleepy Hollow,United States,mixed,"tense, eerie",18th,Revolutionary War,American Revolutionary War,mistral-large-latest
28448224,,,real,"melancholic, hopeful",,,,mistral-large-latest
821439,,,mixed,"dread, paranoia, desperation",,contemporary,post-apocalyptic pandemic,mistral-large-latest
821436,,,mixed,"oppressive, urgent",,post-apocalyptic,alien invasion and plague,mistral-large-latest
821437,,South America,real,"suspenseful, dangerous",,,,mistral-large-latest
28448229,,Greece,real,"contemplative, urgent",20th,,post-World War II,mistral-large-latest
821432,,,fictional,"adventurous, nostalgic",,fantasy,,mistral-large-latest
821433,,United Kingdom,real,thoughtful,20th,,World War II,mistral-large-latest
821430,,,real,"warm, melancholic",,,,mistral-large-latest
28094547,,Germany,real,"melancholic, uplifting",21st,contemporary,,mistral-large-latest
33590273,Umber,,fictional,"tense, urgent",,ancient,,mistral-large-latest
33590272,,,fictional,"melancholic, hopeful",,,,mistral-large-latest
33590271,,,fictional,"suspenseful, chaotic",,futuristic,,mistral-large-latest
1408957,,,real,"tense, suspenseful",,,,mistral-large-latest
14059733,,United States,real,"tense, rebellious, provocative",20th,mid-to-late 20th century,,mistral-large-latest
248166,,,real,"whimsical, lighthearted",,,,mistral-large-latest
248165,,,real,"lighthearted, hopeful",,,,mistral-large-latest
33653798,,United States,mixed,"tense, exciting",,contemporary,,mistral-large-latest
23503529,,Colombia,real,"dramatic, reflective",20th,early 1900s,,mistral-large-latest
33590278,,United States,real,"hopeful, nostalgic",20th,post-World War II,"Cold War, Civil Rights Movement, Great Society",mistral-large-latest
1408958,Honfleur,France,real,"unsettling, claustrophobic, grotesque",18th,Enlightenment,,mistral-large-latest
1408959,New York,United States,fictional,"urgent, chaotic",21st,modern,,mistral-large-latest
24485133,,,real,"suspenseful, uncertain",,,,mistral-large-latest
14059738,,Afghanistan,real,"somber, hopeful",20th,Cold War,"fall of Afghan monarchy, Soviet occupation of Afghanistan",mistral-large-latest
